path,label
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-4.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\objectif\eya\objectif-eya-8.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-19.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\dar\emna\dar-emna-16.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\labes\eya\labes-eya-3.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\taxi\maycem\taxi-maycem-28.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\handicap\eya\handicap-eya-23.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\eya\baladiya-eya-1.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-9.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\objectif\maycem\objectif-maycem-26.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\help\maycem\help-maycem-8.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-10.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-10.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\help\emna\help-emna-22.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-4.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\maycem\psychologie-maycem-20.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\objectif\maycem\objectif-maycem-20.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-4.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-29.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-10.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-32.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\faux\maycem\faux-maycem-4.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\centre\eya\centre-eya-10.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-12.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\officiel\yasmine\officiel-yasmine-15.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-11.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-6.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\maycem\entikhabet-maycem-11.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\esm\yasmine\esm-yasmine-32.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-31.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\dar\maycem\dar-maycem-31.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\jadda\maycem\jadda-maycem-26.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-5.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-2.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-17.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-21.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\objectif\emna\objectif-emna-19.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-16.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\entendant\eya\entendant-eya-16.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-26.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\armée\emna\armée-emna-8.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-16.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-18.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-15.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-30.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\objectif\emna\objectif-emna-28.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-1.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-21.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-26.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\officiel\emna\officiel-emna-18.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-10.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\entendant\emna\entendant-emna-9.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\jadda\emna\jadda-emna-21.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\jadda\maycem\jadda-maycem-32.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-31.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\objectif\maycem\objectif-maycem-7.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\taxi\maycem\taxi-maycem-4.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-28.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-16.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\objectif\eya\objectif-eya-13.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-30.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\taxi\yasmine\taxi-yasmine-15.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-40.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\centre\emna\centre-emna-7.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\maycem\psychologie-maycem-17.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-28.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\maycem\entikhabet-maycem-23.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\handicap\eya\handicap-eya-28.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\objectif\maycem\objectif-maycem-29.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-3.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-19.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-10.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\université\maycem\université-maycem-5.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-19.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\faux\emna\faux-emna-23.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-29.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\maycem\entikhabet-maycem-28.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\jadda\emna\jadda-emna-8.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\esm\yasmine\esm-yasmine-6.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\sœur\yasmine\sœur-yasmine-4.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\faux\emna\faux-emna-2.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\handicap\eya\handicap-eya-1.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\directeur\yasmine\directeur-yasmine-12.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\officiel\maycem\officiel-maycem-35.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\help\emna\help-emna-8.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\taxi\emna\taxi-emna-16.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\labes\emna\labes-emna-27.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-24.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\emna\kahwa-emna-24.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\handicap\eya\handicap-eya-29.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-19.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-22.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\centre\emna\centre-emna-11.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-3.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\maycem\entikhabet-maycem-16.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\esm\yasmine\esm-yasmine-29.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-30.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-9.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-5.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\directeur\maycem\directeur-maycem-15.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\centre\eya\centre-eya-1.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\maycem\psychologie-maycem-8.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\travailler\eya\travailler-eya-26.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-20.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\jadda\emna\jadda-emna-22.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\entendant\emna\entendant-emna-26.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\emna\psychologie-emna-13.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-19.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\officiel\emna\officiel-emna-8.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-29.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\université\maycem\université-maycem-7.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-25.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\emna\kahwa-emna-6.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\eya\baladiya-eya-4.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\objectif\eya\objectif-eya-20.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-6.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-11.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\maycem\psychologie-maycem-5.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-21.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-27.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\directeur\maycem\directeur-maycem-19.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\taxi\emna\taxi-emna-11.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-25.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-24.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\entendant\eya\entendant-eya-7.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-11.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\officiel\emna\officiel-emna-7.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\officiel\emna\officiel-emna-21.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-15.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\objectif\emna\objectif-emna-2.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-21.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-27.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\dar\maycem\dar-maycem-17.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\taxi\yasmine\taxi-yasmine-3.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\dar\maycem\dar-maycem-16.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\officiel\emna\officiel-emna-13.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-24.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\entendant\emna\entendant-emna-5.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\faux\maycem\faux-maycem-17.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\faux\maycem\faux-maycem-10.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\jadda\emna\jadda-emna-1.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\centre\eya\centre-eya-33.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\objectif\emna\objectif-emna-9.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-17.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\dar\maycem\dar-maycem-23.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-19.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\maycem\psychologie-maycem-6.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\objectif\maycem\objectif-maycem-31.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-19.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\esm\emna\esm-emna-27.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-14.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\taxi\maycem\taxi-maycem-1.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\esm\emna\esm-emna-9.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-23.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\entendant\emna\entendant-emna-10.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\officiel\emna\officiel-emna-4.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\sœur\yasmine\sœur-yasmine-36.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-7.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-25.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\université\maycem\université-maycem-20.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-28.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-3.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-12.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\emna\kahwa-emna-2.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\maman\yasmine\maman-yasmine-16.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\faux\maycem\faux-maycem-1.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\emna\psychologie-emna-26.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-2.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-18.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\jadda\maycem\jadda-maycem-34.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-21.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-15.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\sœur\yasmine\sœur-yasmine-17.jpg,sœur
